"","Watershed","Site","SampleDate","Organization","VisitID","Category","StreamName","VisitYear","LON_DD","LAT_DD","ValleyClass","Channel_Type","CUMDRAINAG","DistPrin1","NatPrin1","NatPrin2","MeanU","SlowWater_Area","SlowWater_Ct","SlowWater_Vol","SlowWater_Pct","FstTurb_Area","FstTurb_Ct","FstTurb_Vol","FstTurb_Pct","FstNT_Ct","FstNT_Vol","FstNT_Pct","Grad","Sin","Lgth_Wet","Area_Wet","WetVol","WetWdth_Int","WetBraid","DpthWet_SD","WetWdth_CV","WetWdth_Avg","WetSCWdth","SlowWater_Freq","FstTurb_Freq","FstNT_Freq","DpthThlwg_Avg","PoolResidDpth","WetSCL_Area","SCSm_Area","WetSC_Pct","SCSm_Freq","SCSm_Vol","Q","SubD16","SubD50","SubD84","Cond","FishCovLW","FishCovTVeg","FishCovArt","FishCovNone","FishCovAqVeg","FishCovTotal","SC_Area","SC_Area_Pct","ChnlUnitTotal_Ct","CU_Ct","CU_Freq","SubEstBldr","SubEstCbl","SubEstSandFines","SubEstGrvl","LWVol_Wet","LWVol_WetFstNT","LWVol_WetFstTurb","LWVol_WetSlow","UcutArea","UcutLgth","LWcnt_Wet","LWFreq_Wet","UcutLgth_Pct","UcutArea_Pct"
"526","CHaMP Training","MOCK2012-000006",NA,"Terraqua Inc.",3038,"Spring Creek","Spring Creek",2015,-118.30546,45.34635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","CHaMP Training","MOCK2012-000126",NA,"Terraqua Inc.",3039,"Spring Creek","Spring Creek",2015,-118.29233,45.34137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","CHaMP Training","MOCK2012-000022",NA,"Terraqua Inc.",3040,"Dry Creek","Dry Creek",2015,-118.1113,45.61885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","CHaMP Training","MOCK2012-000069",NA,"Terraqua Inc.",3041,"Spring Creek","Spring Creek",2015,-118.3016,45.34565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","CHaMP Training","MOCK2012-000099",NA,"Terraqua Inc.",3042,"Dry Creek","Dry Creek",2015,-118.2861,45.37233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","CHaMP Training","MOCK2012-000134",NA,"Terraqua Inc.",3043,"Spring Creek","Spring Creek",2015,-118.36492,45.38263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","CHaMP Training","MOCK2012-000031",NA,"Terraqua Inc.",3044,"Dry Creek","Dry Creek",2015,-118.30355,45.37747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","CHaMP Training","MOCK2012-000067",NA,"Terraqua Inc.",3045,"Dry Creek","Dry Creek",2015,-118.28829,45.3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","CHaMP Training","MOCK2012-000085",NA,"Terraqua Inc.",3046,"Spring Creek","Spring Creek",2015,-118.31031,45.35277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Asotin","ASW00001-CC-F3 P1BR","2015-08-31","Eco Logical Research",3047,"Asotin IMW","Charley Creek",2015,-117.33282,46.28523,"Source","Plane-bed",52.956,1.05,-1.3,-0.44,7.25,23.8168,1,3.936,4.649,354.169,2,51.3473,69.1325,2,20.9036,26.2185,2.7026,1.0244,161.238,512.6004,76.2175,3.1792,1,0.0752,0.2079,3.1622,NA,0.6202,1.2404,1.2404,0.2141,0.1874,0,0,0,0,0,0.1458,15,50,88,117,4.3742,7.2017,0,90.2324,0,11.5759,0,0,5,5,3.10100596633548,3.4566,34.7968,14.8513,46.8952,0.921135386384776,0.207737814218625,0.713397572166151,NA,30.65,32.5,11,6.82221312593806,0.201565387811806,0.0597931644220332
"536","Asotin","ASW00001-CC-F3 P2BR","2015-08-31","Eco Logical Research",3048,"Asotin IMW","Charley Creek",2015,-117.33562,46.28535,"Source","Plane-bed",52.956,1.05,-1.3,-0.44,7.25,136.7006,7,27.161,22.1381,460.5028,8,61.1515,74.5767,1,2.8567,3.2852,3.9676,1.1279,161.2293,617.4888,91.1692,3.8299,1,0.0859,0.2146,3.8105,NA,4.3416,4.9619,0.6202,0.2325,0.1462,0,0,0,0,0,0.191,11,33,75,104.3,2.5666,2.388,0,95.0454,0,4.9546,0,0,16,16,9.92375455329769,3.2654,20.931,25.8605,49.9432,1.02863597460164,NA,0.744353255378298,0.28428271922334,2.425,6.5,11,6.82258125539217,0.0403152528727719,0.00392719673619991
"537","Asotin","ASW00001-CC-F4 P3BR","2015-10-13","Eco Logical Research",3050,"Asotin IMW","Charley Creek",2015,-117.36006,46.28243,"Source","Plane-bed",52.956,1.05,-1.3,-0.44,7.25,106.8857,5,15.3099,19.9596,405.0153,7,50.1079,75.6318,1,3.9485,4.4086,3.3158,1.1282,150.6147,535.4747,69.3663,3.5553,1,0.0701,0.2148,3.5286,NA,3.3197,4.6476,0.6639,0.1959,0.1172,0,0,0,0,0,0.1633,0.0526,47,102,127,4.0447,11.2502,0,83.7174,1.3806,16.6755,0,0,13,13,8.63129561722727,17.6713,22.6328,26.5739,33.122,1.0449722564003,NA,0.830244398527443,0.214727857872862,0.71,2.5,6,3.98367490025874,0.0165986454177447,0.00132592632294299
"538","Asotin","ASW00001-NF-F1 P1BR","2015-09-12","Eco Logical Research",3052,"Asotin IMW","North Fork Asotin Creek",2015,-117.29518,46.26873,"Depositional","Island_braided",164.87601,0.3,0.65,-0.8,32,40.571,1,14.2803,3.2467,1006.0177,4,209.51,80.5074,2,66.8592,16.2459,1.8614,1.1091,201.5672,1249.7859,290.6494,6.2003,1,0.1257,0.1373,6.1702,NA,0.4961,1.9845,0.9922,0.3621,0.3044,0,0,0,0,0,0.5433,12,53,134,118,3.3408,4.0926,0,92.5666,0,7.4334,0,0,7,7,3.47278723919368,0,33.7153,13.9274,52.3573,4.54939529953482,0.676777597399581,3.87261770213524,NA,6.004,8.4,16,7.93779940387126,0.0416734468703241,0.00480402283303084
"539","Asotin","ASW00001-NF-F1 P2BR","2015-09-12","Eco Logical Research",3053,"Asotin IMW","North Fork Asotin Creek",2015,-117.29631,46.26721,"Depositional","Island_braided",164.87601,0.3,0.65,-0.8,32,126.737,4,42.3031,7.287,1236.8464,4,218.0786,71.1148,2,96.472,21.5982,1.7171,1.3373,207.3309,1739.8913,356.8912,8.3919,1,0.1185,0.2215,8.3648,NA,1.9293,1.9293,0.9646,0.3399,0.2613,0,0,0,0,0,0.6138,8,55,110,78.4,1.0131,3.3025,0,95.6844,0,4.3156,0,0,10,10,4.82320773218078,0,22.0922,19.6065,58.3013,13.5996325841432,5.02225997177152,3.16990625738027,5.40746635499143,NA,NA,30,14.4696231965423,NA,NA
"540","Asotin","ASW00001-NF-F4 P1BR","2015-10-11","Eco Logical Research",3054,"Asotin IMW","North Fork Asotin Creek",2015,-117.34617,46.24366,"Depositional","Straight",113.947,-0.49,-1.89,-0.32,27.03,54.7837,2,12.5219,4.7976,1087.115,2,167.9411,95.2024,0,0,0,2.0485,1.072,207.235,1139.3614,180.3571,5.4979,1,0.0757,0.1209,5.4809,NA,0.9651,0.9651,0,0.2234,0.4282,0,0,0,0,0,0.422,21,47,79,84,5.245,4.7898,0,85.3804,4.5848,14.6196,0,0,4,4,1.93017588727773,14.3478,31.3116,19.355,34.9855,0.273671990035841,NA,0.0512472301616835,0.222424759874157,6.958,10.3,3,1.4476319154583,0.0497020290974015,0.00610692972396643
"541","Asotin","ASW00001-SF-F2 P2BR","2015-07-19","Eco Logical Research",3056,"Asotin IMW","South Fork Asotin Creek",2015,-117.28976,46.2499,"Source","Plane-bed",104.676,0.58,-0.87,-0.23,21.38,141.3248,6,13.9304,20.3804,474.2608,9,30.4176,68.3929,3,4.2745,8.8704,2.7284,1.3269,181.4993,685.0016,48.8253,3.7741,1.1126,0.0622,0.305,3.6068,0.9162,3.3058,4.9587,1.6529,0.1535,0.1469,0,16.3397,2.3563,0.551,0.2029,0.0755,23,55,97,71.6,1.9684,3.5101,0,93.7934,0.7281,6.2066,24.375,3.5151,18,18,9.91739362080184,2.4923,31.9126,8.5403,57.0547,3.81200852586585,NA,3.81200852586585,NA,8.575,18.5,2,1.10193262453354,0.101928767769352,0.012518218935547
"542","Asotin","ASW00001-SF-F3 P3BR","2015-09-09","Eco Logical Research",3057,"Asotin IMW","South Fork Asotin Creek",2015,-117.2829,46.23136,"Source","Plane-bed",104.676,0.58,-0.87,-0.23,21.38,138.4474,6,25.9924,20.8108,427.0331,6,47.5541,64.1896,2,12.9528,14.9996,2.6748,1.1397,186.4201,665.2679,86.4993,3.5686,1,0.0754,0.2862,3.5533,NA,3.2185,3.2185,1.0728,0.205,0.2028,0,0,0,0,0,0.0786,33,79,206,108.5,6.1784,3.835,0,89.9866,0,10.0134,0,0,14,14,7.50991979942077,9.9873,30.7561,19.2992,39.9575,2.06821568721206,0.368155389092554,1.13365470462216,0.566405593497338,0.6,2.5,19,10.1920340134996,0.0134105710703942,0.00090189230534045
"543","Asotin","ASW00001-NF-F2 P1","2015-09-15","Eco Logical Research",3059,"Asotin IMW","North Fork Asotin Creek",2015,-117.30477,46.25339,"Depositional","Island_braided",113.947,-0.49,-1.89,-0.32,27.03,124.0693,3,34.3271,7.3265,1475.8593,4,276.9742,87.1519,1,29.6307,5.5216,1.9519,1.1769,201.395,1685.6489,340.6772,8.3699,1.2333,0.1083,0.2223,7.7252,3.9556,1.4896,1.9861,0.4965,0.3226,0.2158,160.0342,0,9.4503,0,0,0.5942,26,63,219,110,3.0695,3.9725,0,95.1365,0,7.042,0,0,8,8,3.97229325454952,9.6996,48.7341,5.5721,35.9942,6.09395147369061,0.100530964914873,5.23081460008008,0.762605908695654,2.12,8.6,42,20.854539586385,0.0427021524864073,0.00125767590154747
"544","Asotin","ASW00001-NF-F2 P2","2015-10-11","Eco Logical Research",3060,"Asotin IMW","North Fork Asotin Creek",2015,-117.30479,46.25182,"Depositional","Straight",113.947,-0.49,-1.89,-0.32,27.03,247.6963,4,68.0954,13.8129,1434.7602,3,248.9115,80.0099,1,27.6552,6.1773,2.2147,1.1967,208.6457,1791.2167,344.6282,8.585,1,0.1217,0.2236,8.4864,NA,1.9171,1.4378,0.4793,0.3375,0.2053,0,0,0,0,0,0.5312,17,50,102,111,0.3837,2.1327,0,97.4836,0,2.5164,0,0,8,8,3.83425107730473,0.3069,24.0371,23.2272,52.4288,3.10028071019509,NA,1.31415176894151,1.78612894125358,1.052,3.6,20,9.58562769326183,0.0172541298478713,0.000587310290262479
"545","Asotin","ASW00001-SF-F4 P1","2015-09-09","Eco Logical Research",3061,"Asotin IMW","South Fork Asotin Creek",2015,-117.28054,46.22188,"Transport","Pool-riffle",85.161,0.58,-0.87,-0.23,19.68,125.3369,6,19.0737,20.7153,444.8819,7,51.991,73.5287,1,4.5698,5.756,2.1877,1.0304,165.7289,605.9261,75.6346,3.6561,1,0.0669,0.1339,3.6538,NA,3.6204,4.2238,0.6034,0.1907,0.1198,0,0,0,0,0,0.0932,8,40,104,72.6,3.4074,0.4134,0,96.1792,0,3.8208,0,0,14,14,8.44753087723384,7.4117,29.4683,8.5391,54.5809,0.866977470629541,NA,NA,0.866977470629541,NA,NA,5,3.0169753132978,NA,NA
"546","Asotin","ASW00001-SF-F4 P2","2015-09-10","Eco Logical Research",3062,"Asotin IMW","South Fork Asotin Creek",2015,-117.2804,46.22016,"Source","Plane-bed",85.161,0.58,-0.87,-0.23,19.68,66.5274,4,12.0067,10.4128,459.9691,6,43.6198,71.9937,3,12.7614,17.5935,2.3346,1.0575,156.1318,636.8372,68.3879,4.0788,1,0.0693,0.1825,4.0798,NA,2.5619,3.8429,1.9215,0.1677,0.1235,0,0,0,0,0,0.071,9,45,98,102,0.806,1.0997,0,98.0943,0,1.9057,0,0,13,13,8.32629867842425,8.0713,33.6296,7.948,50.3511,3.73525156335702,0.268221326781863,3.01153857171281,0.45549166486235,NA,NA,15,9.60726770587414,NA,NA
"547","CHaMP Training","MOCK2012-000015",NA,"Terraqua Inc.",3068,"Milk Creek","Milk Creek",2015,-117.70586,45.12637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Umatilla","CBW05583-264090","2015-07-13","Confederated Tribes of the Umatilla Indian Reservation",3073,"AEM Off-Channel Floodplain","Meacham Creek",2015,-118.343224,45.601365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6818337594164,40.2506301441178,39.9677737079592,16.4634299073393,3.68,4,204,NA,NA,NA
"549","Umatilla","CBW05583-517594","2015-06-29","Confederated Tribes of the Umatilla Indian Reservation",3074,"AEM Off-Channel Floodplain","Meacham Creek",2015,-118.356176,45.63577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.70964187463363,9.05992124396309,0.649720630670539,NA,9.82,9.5,7,NA,NA,NA
"550","Upper Grande Ronde","CBW05583-086186","2015-07-27","Oregon Department of Fish and Wildlife",3075,"Catherine Creek Chinook","Catherine Creek",2015,-117.91003,45.21746,"Depositional","Island_braided",292.138,1.93,0.02,-0.1,126.43,1790.366,7,758.4244,58.4306,486.2999,4,76.6524,15.8709,4,164.6823,25.6985,0.2408,1.4528,392.9127,3064.0917,999.7591,7.7984,1,0.2977,0.252,7.7525,NA,1.7816,1.018,1.018,0.5761,0.6923,0,0,0,0,0,0.2098,15,26,43,74,3.9233,0.2775,0,95.2577,0.5415,4.7423,0,0,15,15,3.81764193420065,1.8576,1.5013,56.0586,40.5825,11.4864481396877,0.376991118430775,NA,11.1094570212569,0.375,1.5,55,13.9980204254024,0.00381764193420065,0.000122385371168885
"551","Upper Grande Ronde","CBW05583-073130","2015-07-28","Oregon Department of Fish and Wildlife",3076,"Catherine Creek Chinook","South Fork Catherine Creek",2015,-117.6193,45.10298,"Depositional","Island_braided",61.91,-1.01,-1.74,0.36,30.6,454.9749,9,90.3594,32.2945,953.8549,7,145.3645,67.7055,0,0,0,3.4425,1.0706,189.3274,1408.7782,235.7238,7.441,1.1978,0.1088,0.2002,6.6893,4.962,4.7537,3.6973,0,0.3019,0.2385,123.3552,0,8.7559,0,0,0.1935,1,34,86,59.8,4.3503,6.2314,0,89.4182,0,10.5818,0,0,16,16,8.45096906205863,5.6863,30.8821,22.424,41.0077,9.45777960619718,NA,3.61587025712245,5.84190934907473,3.185,8.6,18,9.50734019481596,0.0454239587085652,0.00226082430861011
"552","Upper Grande Ronde","CBW05583-486202","2015-07-15","Oregon Department of Fish and Wildlife",3077,"Upper Grande Ronde Chinook","Grande Ronde River",2015,-118.38855,45.18395,"Depositional","Confined",372.047,0.14,-0.66,0.15,71.28,757.3132,7,167.8828,15.3158,4187.3466,5,878.1412,84.6842,0,0,0,1.7412,1.1364,366.6342,4944.1164,1046.0239,13.4851,1,0.1104,0.174,13.5126,NA,1.9093,1.3638,0,0.3483,0.1195,0,0,0,0,0,0.7096,5,49,257,60.5,2.3084,7.8559,0,89.8793,0,10.1644,0,0,12,12,3.27301708351267,26.6983,22.0278,19.7575,21.983,15.8537528020296,NA,8.64976668808286,7.20398611394675,NA,NA,21,5.72777989614717,NA,NA
"553","Upper Grande Ronde","CBW05583-527786","2015-07-21","Oregon Department of Fish and Wildlife",3078,"Catherine Creek Chinook","Catherine Creek",2015,-117.68809,45.11911,"Depositional","Confined",168.64,0.21,-0.64,0.08,90.61,1063.267,8,306.4412,33.0083,1841.4801,6,318.7519,57.1674,0,0,0,1.3717,1.1595,272.3287,3221.2075,657.3006,11.8284,1.3342,0.1412,0.2632,10.4839,4.0957,2.9376,2.2032,0,0.381,0.2534,0,316.4605,9.8243,0.3672,32.1074,0.7175,17,48,109,54.2,2.3989,3.1034,0,94.4977,0,5.5023,280,8.6924,14,14,5.14084633753255,4.7607,32.5366,22.5389,39.745,15.9297989792006,NA,4.59654275128357,8.4744069131503,15.775,16.5,25,9.18008274559383,0.0605885461209193,0.00489723186103348
"554","Upper Grande Ronde","ORW03446-170478","2015-07-16","Oregon Department of Fish and Wildlife",3079,"Grande Ronde Steelhead-Depositional-Private","Little Lookingglass Creek",2015,-117.88361,45.76346,"Depositional","Confined",96.692,0.24,-1.03,-0.14,NA,255.2563,1,73.246,18.3067,1098.4988,2,178.8015,78.7831,1,10.0388,2.9102,1.4774,1.0292,197.0028,1394.333,262.0864,7.0777,1,0.1145,0.1316,7.0754,NA,0.5076,1.0152,0.5076,0.3183,0.5173,0,0,0,0,0,0.3445,40,82,198,107.9,3.9392,4.8545,0,91.2064,0,8.7936,0,0,4,4,2.03042799391684,11.9234,39.844,10.1983,30.0897,9.69492744004238,NA,4.8716009690778,4.82332647096458,NA,NA,12,6.09128398175051,NA,NA
"555","Upper Grande Ronde","ORW03446-006894","2015-06-23","Oregon Department of Fish and Wildlife",3080,"Grande Ronde Steelhead-Transport-Private","Dry Creek",2015,-118.07947,45.56645,"Transport","Pool-riffle",38.191,1.13,-0.6,-0.37,NA,78.2228,2,13.638,39.1181,61.6745,3,1.8399,30.8425,2,2.3793,30.0394,1.2708,1.1003,80.5564,199.9421,17.8572,2.482,1,0.1113,0.2786,2.4747,NA,2.4827,3.7241,2.4827,0.1495,0.3745,0,0,0,0,0,0.0084,16,44,81,65,3.6276,4.68,0,88.207,3.4855,11.793,0,0,7,7,8.689564081811,0,18.4328,16.289,63.4514,0.754924714657627,0.490873852123405,NA,0.264050862534222,NA,NA,2,2.48273259480314,NA,NA
"556","Upper Grande Ronde","CBW05583-360346","2015-06-22","Confederated Tribes of the Umatilla Indian Reservation",3081,"AEM-Upper Grande Ronde Chinook-Expanded Domain","Rock Creek",2015,-118.21793,45.33125,"Depositional","Island_braided",129.909,-0.65,0.1,0.1,17.83,148.9534,3,36.7745,15.0019,464.2872,5,33.7252,46.7607,3,39.4093,38.2374,1.2314,1.0575,206.3662,992.9003,109.909,4.8114,1,0.1113,0.237,4.8097,NA,1.4537,2.4229,1.4537,0.1782,0.6003,0,0,0,0,0,0.0355,36,59,88,95.5,0,2.7036,0,93.2153,4.0811,6.7847,0,0,11,11,5.33033025757125,0.9629,42.6023,14.374,42.0608,0,NA,NA,NA,11.785,14,NA,NA,0.0678405669145432,0.0118692682437502
"557","Upper Grande Ronde","CBW05583-442266","2015-06-24","Confederated Tribes of the Umatilla Indian Reservation",3082,"AEM-Upper Grande Ronde Chinook-Expanded Domain","Rock Creek",2015,-118.19704,45.31406,"Transport","Pool-riffle",100.247,-0.65,0.1,0.1,14.41,192.2007,4,44.7438,19.1601,272.0581,4,15.4299,27.1209,4,42.35,53.7189,1.45,1.0729,194.8522,1003.1291,102.5237,5.1482,1,0.1122,0.2831,5.0924,NA,2.0528,2.0528,2.0528,0.2013,0.3405,0,0,0,0,0,0.0246,37,61,107,86.6,8.4007,1.3627,0,89.1712,1.0655,10.8288,0,0,12,12,6.15851399163058,9.2479,42.6818,13.5687,34.5016,18.534383492549,0.0794430242276519,2.94056999366822,15.5143704746531,NA,NA,51,26.17368446443,NA,NA
"558","Entiat","CBW05583-028331","2015-06-18","Terraqua Inc.",3095,"Source-Public","Tillicum Creek",2015,-120.40003,47.74573,"Source","Step-pool",57.723,1.36,-1.6,-0.31,27.98,97.8556,6,15.5412,21.934,325.063,8,34.8468,72.8617,1,3.3601,5.2043,3.9565,1.1667,119.3689,446.0145,53.7481,3.7364,1,0.0806,0.1519,3.711,NA,5.0264,6.7019,0.8377,0.2142,0.2113,0,0,0,0,0,0.096,8,53,127,187.3,3.0259,10.8873,0,86.5067,0,13.9133,0,0,15,15,12.5660871466521,15.186,48.7122,12.7805,23.3213,2.79244232925513,NA,1.68267629517086,1.10976603408427,3.4178,8.04,5,4.1886957155507,0.0673542271060553,0.00766297956680781
"559","Entiat","CBW05583-036523","2015-06-21","Terraqua Inc.",3096,"Depositional-Public","Mad River",2015,-120.43393,47.77284,"Depositional","Straight",139.55099,1.36,-1.6,-0.31,91.84,865.0017,6,282.0298,34.2866,1657.8514,6,497.2212,65.7134,0,0,0,1.9291,1.4084,239.0168,2522.0837,779.251,10.5519,1,0.1863,0.1889,10.4449,NA,2.5103,2.5103,0,0.5283,0.2354,0,0,0,0,0,1.09,10,117,330,124,12.3855,9.7971,0,75.5815,2.2359,24.4185,0,0,12,12,5.02056759190149,27.8915,26.2984,11.3112,31.2488,18.7187871273331,NA,7.37818742658831,11.3405997007448,1.044,3.3,17,7.11247075519378,0.0138065608777291,0.000413943438911246
"560","Entiat","CBW05583-061099","2015-06-21","Terraqua Inc.",3097,"Depositional-Public","Mad River",2015,-120.400115,47.751515,NA,NA,NA,NA,NA,NA,NA,245.2598,2,108.3818,10.7207,1811.5278,4,581.8107,79.1848,1,85.2804,10.0945,2.1217,1.0522,239.1038,2290.5924,775.9787,9.5799,1,0.1849,0.1822,9.3888,NA,0.8365,1.6729,0.4182,0.5473,0.3482,0,0,0,0,0,1.3501,24,80,185,71.4,5.1249,4.3582,0,90.5169,0,9.4831,0,0,7,7,2.92759880855093,28.657,35.9154,11.3477,24.08,8.51547538311435,0.0788853915316397,5.55025174109709,2.88633825048562,NA,NA,13,5.4369692158803,NA,NA
"561","Entiat","CBW05583-069291","2015-06-19","Terraqua Inc.",3098,"Depositional-Public","Mad River",2015,-120.43742,47.77685,"Depositional","Confined",139.55099,1.36,-1.6,-0.31,91.84,260.8219,3,106.2281,9.3712,2407.5559,4,772.1786,86.5026,0,0,0,3.2948,1.1641,233.7696,2783.2163,891.446,11.9058,1,0.1771,0.1624,11.2362,NA,1.2833,1.7111,0,0.5306,0.4143,0,114.8387,4.1261,0.4278,13.0394,1.1307,35,154,354,47,1.1342,7.0932,0,91.7726,0,8.2274,90,3.2337,7,7,2.99440132506536,36.836,37.7542,6.8781,18.5318,55.95679170868,NA,44.4379458947521,3.58141562509236,1.815,3.3,39,16.6830930967927,0.0141164633895939,0.000652123228798279
"562","Entiat","CBW05583-239083","2015-06-20","Terraqua Inc.",3099,"Source-Private","Roaring Creek",2015,-120.340125,47.686374,NA,NA,NA,NA,NA,NA,NA,83.3523,8,15.9334,31.1446,162.9251,9,14.9415,60.8769,1,2.3456,7.9785,3.0165,1.1632,125.0282,267.6299,33.2206,2.1406,1,0.0943,0.2296,1.9757,NA,6.3986,7.1984,0.7998,0.193,0.2027,19.5538,0,7.3063,0,0,0.0258,0.3734,31,105,206,5.5831,4.1381,0,90.2789,0,9.7211,0,0,18,18,14.3967520927279,4.8761,37.6499,20.7395,36.7344,0.104677867217612,NA,NA,0.104677867217612,NA,NA,2,1.59963912141421,NA,NA
"563","Entiat","CBW05583-396971","2015-06-18","Terraqua Inc.",3100,"Depositional-Public","Mad River",2015,-120.44301,47.78186,"Depositional","Confined",139.55099,1.36,-1.6,-0.31,91.84,905.1831,9,448.57,34.38,1454.4942,6,529.5876,55.2436,2,100.3409,10.3764,2.6853,1.1908,237.178,2632.6372,1078.5019,11.0998,1,0.2629,0.2546,10.8841,NA,3.7946,2.5297,0.8432,0.593,0.3082,0,0,0,0,0,1.3657,23,91,208,50.2,4.6544,3,0,92.3456,0,7.6544,0,0,17,17,7.1676125104352,21.1883,35.2914,14.2973,29.223,145.118791482739,NA,87.0271791809985,58.0916123017408,17.61,20.1,89,37.5245596134549,0.0847464773292633,0.00668911006803368
